entry,top year,ranking,artist,track,release year,genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,popularity
502,2015,3,"Wiz Khalifa, Charlie Puth",See You Again (feat. Charlie Puth),2015,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.689,0.481,-7.503,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,10,1,229526,80.0
503,2015,4,Justin Bieber,What Do You Mean?,2015-11-13,"['canadian pop', 'pop']",0.845,0.567,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,5,0,205680,77.0
504,2015,5,"Major Lazer, Diplo",Lean On,2015-11-27,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,7,0,176561,71.0
505,2015,6,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2014-12-23,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.659,0.381,-5.922,0.0304,0.385,0.0,0.0972,0.426,119.844,2,0,252227,75.0
506,2015,7,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2015-11-06,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",0.262,0.606,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857,8,1,252534,77.0
507,2015,8,Avicii,The Nights,2014-01-01,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,6,1,176658,84.0
508,2015,9,The Neighbourhood,Daddy Issues,2015-10-30,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,10,1,260173,83.0
509,2015,10,Twenty One Pilots,Stressed Out,2015-05-15,"['modern rock', 'rock']",0.734,0.637,-5.677,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,4,0,202333,83.0
510,2015,11,Taylor Swift,Blank Space,2014-10-27,['pop'],0.753,0.678,-5.421,0.0644,0.085,1.64E-06,0.13,0.583,96.006,5,1,231827,75.0
511,2015,12,Tame Impala,The Less I Know The Better,2015-07-17,"['australian psych', 'neo-psychedelic']",0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,4,1,216320,83.0
512,2015,13,Justin Bieber,Love Yourself,2015-11-13,"['canadian pop', 'pop']",0.609,0.378,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,4,1,233720,82.0
513,2015,14,Rihanna,Bitch Better Have My Money,2015-03-26,"['barbadian pop', 'pop', 'urban contemporary']",0.781,0.728,-4.981,0.0621,0.0509,1.94E-06,0.257,0.395,102.99,1,1,219306,81.0
514,2015,15,The Weeknd,The Hills,2015-08-28,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.585,0.564,-7.063,0.0515,0.0671,0.0,0.135,0.137,113.003,0,0,242253,86.0
515,2015,16,Ariana Grande,One Last Time,2014-08-25,"['dance pop', 'pop']",0.628,0.593,-5.036,0.0323,0.093,1.65E-06,0.096,0.104,125.026,8,1,197267,81.0
516,2015,17,Bryson Tiller,Don't,2015-10-02,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",0.765,0.356,-5.556,0.195,0.223,0.0,0.0963,0.189,96.991,11,0,198293,81.0
517,2015,18,WALK THE MOON,Shut Up and Dance,2014-12-02,"['dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,1,1,199080,81.0
518,2015,19,Avicii,Waiting For Love,2015-10-02,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,6,0,230613,81.0
519,2015,20,The Weeknd,Can't Feel My Face,2015-08-28,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949,9,0,213520,81.0
520,2015,21,Justin Bieber,Sorry,2015-11-13,"['canadian pop', 'pop']",0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,0,0,200787,80.0
521,2015,22,BØRNS,Electric Love,2015-10-16,"['modern rock', 'pop']",0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,6,0,218107,79.0
522,2015,23,Pitbull,Time of Our Lives,2014-11-21,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,1,1,229360,78.0
523,2015,24,Fall Out Boy,Centuries,2015-01-20,"['emo', 'modern rock']",0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,4,0,228360,78.0
524,2015,25,KALEO,Way down We Go,2016-06-10,"['icelandic indie', 'icelandic rock', 'modern alternative rock']",0.489,0.505,-8.022,0.117,0.579,0.000333,0.104,0.337,163.255,10,0,213707,78.0
525,2015,26,Calvin Harris,Outside (feat. Ellie Goulding),2014-10-31,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.646,0.823,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035,2,0,227267,78.0
526,2015,27,Ariana Grande,Love Me Harder,2014-08-25,"['dance pop', 'pop']",0.472,0.714,-4.389,0.0334,0.00937,0.0,0.0764,0.24,98.992,1,0,236133,78.0
527,2015,28,One Direction,Drag Me Down,2015-11-13,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,0,0,192120,78.0
528,2015,29,Sam Smith,Like I Can,2014-05-26,"['pop', 'uk pop']",0.656,0.627,-6.627,0.0379,0.343,2.17E-05,0.124,0.481,99.933,7,0,167066,78.0
529,2015,30,"Rihanna, Kanye West, Paul McCartney",FourFiveSeconds,2015-01-24,"['barbadian pop', 'pop', 'urban contemporary']",0.582,0.272,-5.662,0.0501,0.875,0.0,0.13,0.354,205.846,2,1,188238,77.0
530,2015,31,R. City,Locked Away (feat. Adam Levine),2015-10-09,"['reggae fusion', 'virgin islands reggae']",0.509,0.671,-5.709,0.0678,0.304,0.0,0.0452,0.55,118.413,1,1,227480,77.0
531,2015,32,Demi Lovato,Cool for the Summer,2015-01-01,"['dance pop', 'pop', 'post-teen pop']",0.583,0.61,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,5,0,214740,77.0
532,2015,33,One Direction,Perfect,2015-11-13,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.647,0.823,-5.231,0.0762,0.0598,0.0,0.119,0.396,99.933,2,1,230333,77.0
533,2015,34,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),2015-01-09,"['dance pop', 'hip pop', 'pop']",0.63,0.53,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038,0,1,225053,77.0
534,2015,35,Drake,Hotline Bling,2016-05-06,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,2,1,267067,76.0
535,2015,36,Zara Larsson,Lush Life,2017-03-17,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,98.023,7,0,201122,76.0
536,2015,37,"Calvin Harris, Disciples",How Deep Is Your Love,2015-07-17,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.738,0.868,-4.373,0.0731,0.0392,0.00169,0.388,0.336,122.003,11,0,212640,76.0
537,2015,38,Hozier,Take Me to Church,2014-09-19,"['irish singer-songwriter', 'pop']",0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,4,0,241693,76.0
538,2015,39,Rachel Platten,Fight Song,2016-01-01,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",0.564,0.714,-4.987,0.129,0.0549,0.0,0.155,0.33,175.924,7,1,204013,75.0
539,2015,40,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2016-06-17,['san diego rap'],0.886,0.427,-10.028,0.145,0.0312,0.00099,0.0906,0.23,108.034,6,1,177184,75.0
540,2015,41,Robin Schulz,Sugar (feat. Francesco Yates),2015-09-25,"['dance pop', 'deep euro house', 'deep house', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'pop rap', 'tropical house']",0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063,5,0,219043,75.0
541,2015,42,X Ambassadors,Renegades,2015-06-30,"['electropop', 'modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,2,1,195200,74.0
542,2015,43,Flo Rida,My House,2015-04-07,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,7,0,192191,74.0
543,2015,44,Shawn Mendes,Stitches,2015-04-14,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0.752,0.754,-6.684,0.0615,0.0151,0.0,0.0486,0.755,149.789,1,1,206880,74.0
544,2015,45,Kygo,Firestone,2016-05-13,"['edm', 'pop', 'pop dance', 'tropical house']",0.704,0.634,-7.374,0.0428,0.393,3.17E-05,0.0952,0.411,113.927,11,0,271640,74.0
545,2015,46,The Weeknd,In The Night,2015-08-28,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.505,0.68,-4.993,0.0714,0.0796,0.0,0.0465,0.539,168.022,7,1,235653,74.0
546,2015,47,Jeremih,oui,2015-12-04,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.418,0.724,-3.724,0.0964,0.213,0.0,0.112,0.604,78.521,5,1,238320,74.0
547,2015,48,Meghan Trainor,Dear Future Husband,2015-01-09,"['dance pop', 'hip pop', 'pop']",0.655,0.782,-4.789,0.185,0.375,0.0,0.317,0.832,79.427,1,1,184227,74.0
548,2015,49,Taylor Swift,Style,2014-10-27,['pop'],0.598,0.786,-5.572,0.0383,0.00253,0.0016,0.117,0.456,95.019,2,1,231000,74.0
549,2015,50,Selena Gomez,The Heart Wants What It Wants,2014-01-01,"['dance pop', 'pop', 'post-teen pop']",0.616,0.789,-4.874,0.0377,0.053,0.0,0.142,0.621,83.066,7,0,227373,74.0
550,2015,51,Galantis,Runaway (U & I),2015-06-05,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,1,1,227074,73.0
551,2015,52,Kendrick Lamar,King Kunta,2015-03-16,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.884,0.657,-4.569,0.0977,0.00589,0.0,0.154,0.489,107.059,6,0,234693,73.0
552,2015,53,Adele,When We Were Young,2015-11-20,"['british soul', 'pop', 'pop soul', 'uk pop']",0.376,0.595,-5.936,0.0496,0.303,0.0,0.095,0.265,144.361,3,1,290900,73.0
553,2015,54,Jason Derulo,Want to Want Me,2015-05-29,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.775,0.68,-5.508,0.0629,0.00906,0.0,0.109,0.656,114.025,0,0,207719,73.0
554,2015,55,Fetty Wap,679 (feat. Remy Boyz),2015-06-29,"['dance pop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.618,0.717,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05,7,1,196693,73.0
555,2015,56,"Jack Ü, Skrillex, Diplo",Where Are Ü Now (with Justin Bieber),2015-02-24,"['dance pop', 'edm', 'electro house', 'pop dance']",0.432,0.781,-4.038,0.0567,0.041,4.21E-06,0.0789,0.197,139.432,4,0,250286,72.0
556,2015,57,Little Mix,Black Magic,2015-11-06,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",0.776,0.875,-5.535,0.0575,0.0343,0.0,0.314,0.849,111.988,4,1,211786,72.0
557,2015,58,Kygo,Stole the Show,2016-05-13,"['edm', 'pop', 'pop dance', 'tropical house']",0.64,0.635,-7.565,0.226,0.271,0.0,0.319,0.475,100.034,8,0,223187,72.0
558,2015,59,Big Sean,I Don't Fuck With You,2015-02-24,"['dance pop', 'detroit hip hop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",0.824,0.733,-5.474,0.0613,0.0362,0.0,0.325,0.395,97.972,1,1,284387,72.0
559,2015,60,Fifth Harmony,Worth It (feat. Kid Ink),2015-01-30,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",0.884,0.765,-3.865,0.0882,0.063,7.04E-06,0.118,0.594,99.987,8,1,224573,72.0
560,2015,61,Thomas Rhett,Die A Happy Man,2015-01-01,"['contemporary country', 'country', 'country road']",0.595,0.389,-9.245,0.0349,0.418,1.39E-06,0.116,0.4,166.052,2,1,227427,71.0
561,2015,62,Adele,Send My Love (To Your New Lover),2015-11-20,"['british soul', 'pop', 'pop soul', 'uk pop']",0.688,0.533,-8.363,0.0865,0.0355,3.48E-06,0.172,0.567,164.069,6,0,223079,72.0
562,2015,63,"Chris Brown, Tyga",Ayo,2015-02-24,"['dance pop', 'r&b']",0.823,0.563,-5.095,0.0443,0.0399,0.0,0.0851,0.682,98.031,6,1,225227,71.0
563,2015,64,Fetty Wap,Trap Queen,2015-09-25,"['dance pop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075,7,1,222093,72.0
564,2015,65,Zara Larsson,Never Forget You,2017-03-17,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",0.583,0.732,-5.728,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,11,0,213428,71.0
565,2015,66,Travis Scott,Antidote,2015-09-04,"['rap', 'slap house']",0.713,0.526,-5.046,0.032,0.00767,0.000148,0.124,0.131,131.05,1,1,262693,71.0
566,2015,67,X Ambassadors,Unsteady,2015-06-30,"['electropop', 'modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",0.389,0.665,-6.169,0.0644,0.178,0.000732,0.116,0.199,117.055,0,1,193547,71.0
567,2015,68,Elle King,Ex's & Oh's,2015-02-13,"['contemporary country', 'modern blues rock']",0.612,0.921,-2.882,0.085,0.0183,0.0,0.0576,0.446,139.988,7,1,202173,71.0
568,2015,69,Adele,Hello,2015-11-20,"['british soul', 'pop', 'pop soul', 'uk pop']",0.578,0.43,-6.134,0.0305,0.33,0.0,0.0854,0.288,78.991,5,0,295502,72.0
569,2015,70,Taylor Swift,Wildest Dreams,2014-10-27,['pop'],0.554,0.666,-7.414,0.0747,0.0702,0.00593,0.106,0.472,140.056,8,1,220440,71.0
570,2015,71,Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),2018-02-16,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'tropical house']",0.778,0.566,-6.959,0.0311,0.672,0.000197,0.0698,0.479,117.971,2,0,186147,71.0
571,2015,72,Meghan Trainor,Lips Are Movin,2015-01-09,"['dance pop', 'hip pop', 'pop']",0.775,0.825,-5.402,0.0464,0.0506,1.03E-06,0.111,0.95,139.091,7,1,182667,70.0
572,2015,73,Pia Mia,Do It Again,2015-05-04,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'social media pop']",0.712,0.564,-6.527,0.047,0.0266,0.0,0.0874,0.411,95.95,8,1,207747,70.0
573,2015,74,Rae Sremmurd,No Type,2015-01-06,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",0.891,0.486,-7.803,0.159,0.0158,3.78E-06,0.0925,0.239,125.01,6,1,200080,70.0
574,2015,75,"Drake, Future",Jumpman,2015-09-20,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079,1,1,205879,70.0
575,2015,76,Andy Grammer,"Honey, I'm Good.",2014-08-05,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",0.752,0.775,-7.289,0.0546,0.0324,0.0,0.351,0.595,122.014,9,1,199263,69.0
576,2015,77,Taylor Swift,Bad Blood,2015-05-17,['pop'],0.654,0.655,-7.388,0.106,0.0294,0.0,0.139,0.221,170.16,11,0,200107,70.0
577,2015,78,The Strumbellas,Spirits,2016-04-22,"['canadian indie', 'folk-pop', 'pop rock', 'stomp and holler']",0.556,0.657,-6.075,0.0265,0.17,0.0,0.113,0.79,80.529,0,1,203653,69.0
578,2015,79,Lana Del Rey,High By The Beach,2015-09-18,"['art pop', 'pop']",0.536,0.486,-11.067,0.0346,0.244,0.00788,0.12,0.0968,131.988,11,0,257573,69.0
579,2015,80,"Snakehips, Tinashe, Chance the Rapper",All My Friends (feat. Tinashe & Chance the Rapper),2015-10-21,"['edm', 'electro house', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",0.681,0.521,-5.849,0.141,0.12,8.41E-05,0.108,0.181,94.997,0,1,229747,69.0
580,2015,81,Deorro,Five More Hours,2017-03-31,"['dance pop', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house', 'tropical house']",0.699,0.883,-3.226,0.219,0.0288,0.0,0.817,0.499,127.961,5,0,211975,68.0
581,2015,82,Carly Rae Jepsen,I Really Like You,2015,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.62,0.805,-5.538,0.0417,0.00564,9.15E-05,0.285,0.586,122.062,5,1,204764,68.0
582,2015,83,Hailee Steinfeld,Love Myself,2016-02-26,"['dance pop', 'pop', 'post-teen pop']",0.617,0.759,-6.785,0.0678,0.0026,0.0,0.419,0.324,122.924,0,0,218773,68.0
583,2015,84,Alessia Cara,Here,2015-11-13,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.376,0.821,-3.974,0.104,0.0785,0.0,0.0823,0.331,120.462,0,1,199453,68.0
584,2015,85,Beyoncé,7/11,2014-11-24,"['dance pop', 'pop', 'r&b']",0.747,0.705,-5.137,0.126,0.0128,0.0,0.126,0.56,136.024,9,0,213507,68.0
585,2015,86,Selena Gomez,Same Old Love,2015-10-09,"['dance pop', 'pop', 'post-teen pop']",0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02,11,0,229080,68.0
586,2015,87,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),2014-12-02,"['dance pop', 'hip hop', 'hip pop', 'pop r&b', 'r&b', 'southern hip hop', 'urban contemporary']",0.733,0.676,-5.655,0.0432,0.0697,0.0,0.208,0.701,97.448,10,0,226581,68.0
587,2015,88,Adele,Water Under the Bridge,2015-11-20,"['british soul', 'pop', 'pop soul', 'uk pop']",0.59,0.833,-6.503,0.0615,0.0142,5.4E-06,0.105,0.538,94.963,5,0,240439,68.0
588,2015,89,James Bay,Let It Go,2014-12-15,"['neo mellow', 'pop', 'pop rock']",0.546,0.311,-10.396,0.0288,0.818,1.65E-05,0.107,0.246,147.464,1,1,260533,68.0
589,2015,90,Flo Rida,GDFR (feat. Sage the Gemini & Lookas),2015-04-07,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,5,1,190186,68.0
590,2015,91,"DJ Snake, AlunaGeorge",You Know You Like It,2014-10-14,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.407,0.725,-5.346,0.188,0.0141,2.46E-06,0.306,0.247,196.093,5,0,247267,67.0
591,2015,92,Joel Adams,Please Don't Go,2015-11-06,"['australian pop', 'pop soul']",0.513,0.768,-4.868,0.0587,0.0118,1.94E-05,0.294,0.235,84.264,4,0,210580,67.0
592,2015,93,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),2015-06-29,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.589,0.658,-5.288,0.203,0.0242,0.0,0.118,0.251,77.521,11,0,223973,67.0
593,2015,94,Petit Biscuit,Sunset Lover,2015,"['new french touch', 'tropical house']",0.783,0.467,-9.474,0.0503,0.729,0.809,0.109,0.236,90.838,6,1,237793,67.0
594,2015,95,Trey Songz,Slow Motion,2015-06-23,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'urban contemporary']",0.733,0.408,-7.834,0.0388,0.679,3.92E-05,0.11,0.291,94.947,7,0,197854,67.0
595,2015,96,George Ezra,Barcelona,2014-06-30,"['folk-pop', 'neo-singer-songwriter']",0.629,0.572,-9.332,0.0307,0.32,0.000853,0.109,0.182,93.997,5,1,188960,66.0
596,2015,97,Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",2015-04-07,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",0.854,0.766,-4.697,0.141,0.0242,0.0,0.0793,0.784,118.004,9,0,224258,66.0
597,2015,98,"Jonas Blue, Dakota",Fast Car,2015-12-04,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0.644,0.57,-6.994,0.052,0.484,0.0,0.299,0.527,113.945,9,1,212424,66.0
598,2015,99,"Major Lazer, Diplo",Light It Up - Remix,2015-11-27,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",0.747,0.877,-3.782,0.0664,0.0375,0.000833,0.233,0.752,107.991,9,0,166138,66.0
599,2015,100,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,2015-10-16,[‘dance pop’],0.78,0.68,-6.081,0.0305,0.141,1.2E-05,0.138,0.594,118.026,4,1,180560,65.0
600,2016,1,The Weeknd,Starboy,2016-11-25,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.679,0.587,-7.015,0.276,0.141,6.35E-06,0.137,0.486,186.003,7,1,230453,91.0
601,2016,2,Drake,One Dance,2016-05-06,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,1,1,173987,84.0
602,2016,3,Justin Bieber,Love Yourself,2015-11-13,"['canadian pop', 'pop']",0.609,0.378,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,4,1,233720,82.0
603,2016,4,"The Chainsmokers, Halsey",Closer,2016-07-29,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,8,1,244960,83.0
604,2016,5,Adele,Hello,2015-11-20,"['british soul', 'pop', 'pop soul', 'uk pop']",0.578,0.43,-6.134,0.0305,0.33,0.0,0.0854,0.288,78.991,5,0,295502,72.0
605,2016,6,Desiigner,Panda,2016-06-26,"['pop rap', 'rap', 'trap', 'underground hip hop', 'viral trap']",0.576,0.766,-4.943,0.449,0.028,1.68E-06,0.366,0.236,144.833,10,0,246761,68.0
606,2016,7,Frank Ocean,Pink + White,2016-08-20,"['hip hop', 'lgbtq+ hip hop', 'neo soul']",0.545,0.545,-7.362,0.107,0.667,5.48E-05,0.417,0.549,159.94,9,1,184516,84.0
607,2016,8,Sia,Cheap Thrills (feat. Sean Paul),2016-02-11,"['australian dance', 'australian pop', 'dance pop', 'pop']",0.592,0.8,-4.931,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,6,0,224813,66.0
608,2016,9,Shawn Mendes,Treat You Better,2017-04-20,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0.444,0.819,-4.078,0.341,0.106,0.0,0.107,0.747,82.695,10,0,187973,83.0
609,2016,10,Rihanna,Work,2016-01-28,"['barbadian pop', 'pop', 'urban contemporary']",0.725,0.534,-6.238,0.0946,0.0752,0.0,0.0919,0.558,91.974,11,1,219320,80.0
610,2016,11,"Calvin Harris, Rihanna",This Is What You Came For,2016-04-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,9,0,222160,82.0
611,2016,12,Justin Bieber,Sorry,2015-11-13,"['canadian pop', 'pop']",0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,0,0,200787,80.0
612,2016,13,Trolls,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2016-09-23,"['dance pop', 'pop']",0.669,0.832,-5.721,0.0682,0.0106,0.0,0.0968,0.7,113.035,0,1,237547,71.0
613,2016,14,DJ Snake,Let Me Love You,2016-08-05,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.649,0.716,-5.371,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,8,1,205947,81.0
614,2016,15,Coldplay,Hymn for the Weekend,2015-12-04,"['permanent wave', 'pop']",0.491,0.693,-6.487,0.0377,0.211,6.92E-06,0.325,0.412,90.027,0,0,258267,81.0
615,2016,16,Rihanna,Needed Me,2016-01-28,"['barbadian pop', 'pop', 'urban contemporary']",0.671,0.314,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,5,0,191600,82.0
616,2016,17,Bryson Tiller,Don't,2015-10-02,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",0.765,0.356,-5.556,0.195,0.223,0.0,0.0963,0.189,96.991,11,0,198293,81.0
617,2016,18,Twenty One Pilots,Ride,2015-05-15,"['modern rock', 'rock']",0.645,0.713,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989,6,1,214507,80.0
618,2016,19,Meghan Trainor,NO,2017-05-12,"['dance pop', 'hip pop', 'pop']",0.557,0.803,-3.599,0.213,0.0124,1.61E-06,0.737,0.657,92.134,1,0,213507,80.0
619,2016,20,DNCE,Cake By The Ocean,2016-11-18,"['dance pop', 'edm', 'pop', 'post-teen pop']",0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002,4,0,219147,79.0
620,2016,21,WILLOW,Wait a Minute!,2015-01-11,"['afrofuturism', 'pop', 'post-teen pop']",0.764,0.705,-5.279,0.0278,0.0371,1.94E-05,0.0943,0.672,101.003,3,0,196520,79.0
621,2016,22,"Martin Garrix, Bebe Rexha",In the Name of Love,2016-07-29,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.501,0.519,-5.88,0.0409,0.109,0.0,0.454,0.168,133.99,4,0,195707,79.0
622,2016,23,Calum Scott,Dancing On My Own,2018-03-09,"['neo mellow', 'pop']",0.681,0.174,-8.745,0.0315,0.837,3.35E-05,0.0983,0.231,112.672,1,1,260285,78.0
623,2016,24,Lukas Graham,7 Years,2016-04-01,"['danish pop', 'pop', 'scandipop']",0.765,0.473,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992,10,1,237300,78.0
624,2016,25,Twenty One Pilots,Heathens,2016-06-16,"['modern rock', 'rock']",0.732,0.396,-9.348,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,4,0,195920,79.0
625,2016,26,The Chainsmokers,Don't Let Me Down,2016-02-05,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,11,1,208373,78.0
